-25.753897,28.230718,Zoology
-25.754474,28.230934,Campus Kiosk
-25.754483,28.231443,Student Centre
-25.7534827,28.230425,Ndamu's Desk
-25.754486,28.231469,Piazza
-25.753177,28.230997,Thuto
-25.753307,28.228444,Engineering 1
-25.753424,28.230415,Postgrad lab
-25.75382,28.229913,Lamp 1
-25.753955,28.229815,Lamp 2
-25.754047,28.22999,Fountain Statue
